OBJECTID_1,VALUE_11,VALUE_21,VALUE_22,VALUE_23,VALUE_24,VALUE_31,VALUE_41,VALUE_42,VALUE_43,VALUE_52,VALUE_71,VALUE_81,VALUE_82,VALUE_90,VALUE_95
287,760500.000000000000000,7501500.000000000000000,4438800.000000000000000,2002500.000000000000000,639900.000000000000000,1903500.000000000000000,21349800.000000000000000,16665300.000000000000000,10296000.000000000000000,5350500.000000000000000,8018100.000000000000000,18981900.000000000000000,1125000.000000000000000,530100.000000000000000,236700.000000000000000
288,244800.000000000000000,7020000.000000000000000,3012300.000000000000000,1470600.000000000000000,692100.000000000000000,321300.000000000000000,17792100.000000000000000,14949900.000000000000000,17342100.000000000000000,3938400.000000000000000,3641400.000000000000000,15082200.000000000000000,915300.000000000000000,12566700.000000000000000,810900.000000000000000
289,13766400.000000000000000,4271400.000000000000000,1762200.000000000000000,356400.000000000000000,27000.000000000000000,185400.000000000000000,15455700.000000000000000,35532900.000000000000000,5923800.000000000000000,5362200.000000000000000,9689400.000000000000000,6387300.000000000000000,158400.000000000000000,810900.000000000000000,110700.000000000000000
290,245700.000000000000000,4167000.000000000000000,2268900.000000000000000,472500.000000000000000,116100.000000000000000,49500.000000000000000,34653600.000000000000000,6914700.000000000000000,6012900.000000000000000,1131300.000000000000000,1052100.000000000000000,33657300.000000000000000,1733400.000000000000000,6963300.000000000000000,661500.000000000000000
291,17253900.000000000000000,12516300.000000000000000,15101100.000000000000000,8624700.000000000000000,4927500.000000000000000,203400.000000000000000,10484100.000000000000000,651600.000000000000000,3170700.000000000000000,803700.000000000000000,851400.000000000000000,10573200.000000000000000,7124400.000000000000000,7081200.000000000000000,732600.000000000000000
292,9402300.000000000000000,5616900.000000000000000,1596600.000000000000000,354600.000000000000000,45900.000000000000000,196200.000000000000000,35610300.000000000000000,13573800.000000000000000,7893000.000000000000000,2530800.000000000000000,1969200.000000000000000,19961100.000000000000000,377100.000000000000000,808200.000000000000000,163800.000000000000000
293,693900.000000000000000,1768500.000000000000000,981000.000000000000000,104400.000000000000000,900.000000000000000,174600.000000000000000,44697600.000000000000000,10478700.000000000000000,7398900.000000000000000,9542700.000000000000000,2400300.000000000000000,10638000.000000000000000,6811200.000000000000000,3870900.000000000000000,538200.000000000000000
294,929700.000000000000000,10975500.000000000000000,7504200.000000000000000,4333500.000000000000000,990900.000000000000000,567900.000000000000000,43582500.000000000000000,10795500.000000000000000,8722800.000000000000000,1602000.000000000000000,2898000.000000000000000,5445000.000000000000000,10800.000000000000000,1401300.000000000000000,40500.000000000000000
295,262800.000000000000000,3407400.000000000000000,1069200.000000000000000,146700.000000000000000,12600.000000000000000,31500.000000000000000,35177400.000000000000000,23816700.000000000000000,12390300.000000000000000,4448700.000000000000000,6604200.000000000000000,8314200.000000000000000,2678400.000000000000000,1405800.000000000000000,34200.000000000000000
296,789300.000000000000000,3722400.000000000000000,1053900.000000000000000,123300.000000000000000,10800.000000000000000,712800.000000000000000,24049800.000000000000000,22914000.000000000000000,8739000.000000000000000,4929300.000000000000000,11603700.000000000000000,15493500.000000000000000,770400.000000000000000,4262400.000000000000000,625500.000000000000000
297,11447100.000000000000000,4585500.000000000000000,2188800.000000000000000,1032300.000000000000000,321300.000000000000000,872100.000000000000000,17223300.000000000000000,3785400.000000000000000,7152300.000000000000000,1892700.000000000000000,2819700.000000000000000,14796000.000000000000000,30354300.000000000000000,1502100.000000000000000,126900.000000000000000
298,409500.000000000000000,3086100.000000000000000,990000.000000000000000,360900.000000000000000,55800.000000000000000,1545300.000000000000000,37941300.000000000000000,7787700.000000000000000,4896900.000000000000000,1112400.000000000000000,4210200.000000000000000,32982300.000000000000000,1080900.000000000000000,3081600.000000000000000,259200.000000000000000
299,541800.000000000000000,8493300.000000000000000,4114800.000000000000000,1265400.000000000000000,213300.000000000000000,144900.000000000000000,22354200.000000000000000,3724200.000000000000000,8252100.000000000000000,2515500.000000000000000,1910700.000000000000000,37837800.000000000000000,2718000.000000000000000,130500.000000000000000,93600.000000000000000
300,1942200.000000000000000,210600.000000000000000,43200.000000000000000,10800.000000000000000,1800.000000000000000,27000.000000000000000,423000.000000000000000,1736100.000000000000000,174600.000000000000000,54000.000000000000000,85500.000000000000000,1068300.000000000000000,1607400.000000000000000,2830500.000000000000000,367200.000000000000000
301,245700.000000000000000,2988000.000000000000000,216900.000000000000000,67500.000000000000000,15300.000000000000000,44100.000000000000000,39417300.000000000000000,29047500.000000000000000,5431500.000000000000000,7202700.000000000000000,11019600.000000000000000,3573900.000000000000000,0.000000000000000,801900.000000000000000,27900.000000000000000
302,1227600.000000000000000,3786300.000000000000000,599400.000000000000000,107100.000000000000000,6300.000000000000000,96300.000000000000000,28309500.000000000000000,27132300.000000000000000,6036300.000000000000000,5546700.000000000000000,7659000.000000000000000,11081700.000000000000000,1729800.000000000000000,6660000.000000000000000,422100.000000000000000
303,1200600.000000000000000,4504500.000000000000000,3261600.000000000000000,1242000.000000000000000,303300.000000000000000,275400.000000000000000,34801200.000000000000000,10293300.000000000000000,9723600.000000000000000,3231900.000000000000000,1657800.000000000000000,26867700.000000000000000,2116800.000000000000000,532800.000000000000000,87300.000000000000000
304,264600.000000000000000,4444200.000000000000000,1188000.000000000000000,438300.000000000000000,56700.000000000000000,53100.000000000000000,36348300.000000000000000,12347100.000000000000000,10401300.000000000000000,1049400.000000000000000,1574100.000000000000000,31195800.000000000000000,333900.000000000000000,382500.000000000000000,22500.000000000000000
305,96300.000000000000000,1971900.000000000000000,350100.000000000000000,27900.000000000000000,0.000000000000000,43200.000000000000000,21922200.000000000000000,39509100.000000000000000,17106300.000000000000000,1806300.000000000000000,5805900.000000000000000,3304800.000000000000000,46800.000000000000000,7403400.000000000000000,405900.000000000000000
306,641700.000000000000000,5571900.000000000000000,2606400.000000000000000,801900.000000000000000,235800.000000000000000,159300.000000000000000,16989300.000000000000000,5340600.000000000000000,9433800.000000000000000,2362500.000000000000000,3418200.000000000000000,47879100.000000000000000,4454100.000000000000000,119700.000000000000000,85500.000000000000000
307,331200.000000000000000,2628900.000000000000000,393300.000000000000000,74700.000000000000000,0.000000000000000,26100.000000000000000,1296900.000000000000000,16867800.000000000000000,6567300.000000000000000,1364400.000000000000000,1318500.000000000000000,20745000.000000000000000,3776400.000000000000000,42872400.000000000000000,1836900.000000000000000
308,3065400.000000000000000,3160800.000000000000000,2018700.000000000000000,720000.000000000000000,183600.000000000000000,401400.000000000000000,1121400.000000000000000,10323900.000000000000000,6292800.000000000000000,1767600.000000000000000,1269000.000000000000000,40662000.000000000000000,3699900.000000000000000,6468300.000000000000000,1093500.000000000000000
309,558900.000000000000000,7057800.000000000000000,3576600.000000000000000,2131200.000000000000000,836100.000000000000000,444600.000000000000000,13607100.000000000000000,8109900.000000000000000,16324200.000000000000000,2890800.000000000000000,3010500.000000000000000,12199500.000000000000000,4854600.000000000000000,21790800.000000000000000,2707200.000000000000000
310,772200.000000000000000,4698900.000000000000000,1874700.000000000000000,676800.000000000000000,113400.000000000000000,134100.000000000000000,29966400.000000000000000,5416200.000000000000000,4892400.000000000000000,1702800.000000000000000,1628100.000000000000000,35773200.000000000000000,5104800.000000000000000,6985800.000000000000000,360000.000000000000000
311,364500.000000000000000,3393900.000000000000000,151200.000000000000000,61200.000000000000000,4500.000000000000000,900.000000000000000,23424300.000000000000000,30103200.000000000000000,20999700.000000000000000,5243400.000000000000000,4711500.000000000000000,1485000.000000000000000,0.000000000000000,9953100.000000000000000,203400.000000000000000
312,1527300.000000000000000,4108500.000000000000000,1515600.000000000000000,645300.000000000000000,168300.000000000000000,70200.000000000000000,34609500.000000000000000,20795400.000000000000000,10034100.000000000000000,1191600.000000000000000,1593000.000000000000000,22987800.000000000000000,99900.000000000000000,310500.000000000000000,143100.000000000000000
313,4050900.000000000000000,1208700.000000000000000,246600.000000000000000,108900.000000000000000,179100.000000000000000,211500.000000000000000,3978000.000000000000000,4071600.000000000000000,1176300.000000000000000,741600.000000000000000,536400.000000000000000,14736600.000000000000000,7379100.000000000000000,15071400.000000000000000,1953000.000000000000000
314,2372400.000000000000000,3495600.000000000000000,2121300.000000000000000,1568700.000000000000000,868500.000000000000000,6822900.000000000000000,25249500.000000000000000,28184400.000000000000000,16540200.000000000000000,4589100.000000000000000,5278500.000000000000000,2200500.000000000000000,0.000000000000000,731700.000000000000000,76500.000000000000000
315,453600.000000000000000,2428200.000000000000000,810000.000000000000000,242100.000000000000000,31500.000000000000000,31500.000000000000000,18901800.000000000000000,23598000.000000000000000,21559500.000000000000000,3938400.000000000000000,3906900.000000000000000,3168900.000000000000000,270900.000000000000000,20475900.000000000000000,282600.000000000000000
316,281700.000000000000000,3564900.000000000000000,1167300.000000000000000,231300.000000000000000,22500.000000000000000,102600.000000000000000,26503200.000000000000000,33525900.000000000000000,19387800.000000000000000,3628800.000000000000000,3147300.000000000000000,6599700.000000000000000,0.000000000000000,1600200.000000000000000,36900.000000000000000
317,451800.000000000000000,12388500.000000000000000,26754300.000000000000000,22033800.000000000000000,11475000.000000000000000,362700.000000000000000,8516700.000000000000000,3179700.000000000000000,1183500.000000000000000,306900.000000000000000,289800.000000000000000,9386100.000000000000000,959400.000000000000000,2414700.000000000000000,97200.000000000000000
318,3069000.000000000000000,2631600.000000000000000,1234800.000000000000000,504900.000000000000000,112500.000000000000000,215100.000000000000000,28116000.000000000000000,11619900.000000000000000,17469900.000000000000000,2773800.000000000000000,3744000.000000000000000,12025800.000000000000000,5365800.000000000000000,10325700.000000000000000,1191600.000000000000000
319,4896000.000000000000000,3614400.000000000000000,1630800.000000000000000,618300.000000000000000,91800.000000000000000,2572200.000000000000000,30161700.000000000000000,31302900.000000000000000,14923800.000000000000000,2597400.000000000000000,5415300.000000000000000,1494900.000000000000000,0.000000000000000,648000.000000000000000,132300.000000000000000
320,4031100.000000000000000,1908000.000000000000000,235800.000000000000000,112500.000000000000000,39600.000000000000000,236700.000000000000000,2396700.000000000000000,3907800.000000000000000,3804300.000000000000000,734400.000000000000000,1409400.000000000000000,6606900.000000000000000,252000.000000000000000,45888300.000000000000000,1820700.000000000000000
321,972900.000000000000000,5393700.000000000000000,3398400.000000000000000,1651500.000000000000000,423000.000000000000000,68400.000000000000000,16610400.000000000000000,4660200.000000000000000,2718000.000000000000000,1088100.000000000000000,1308600.000000000000000,43304400.000000000000000,7224300.000000000000000,10310400.000000000000000,967500.000000000000000
322,2129400.000000000000000,3267000.000000000000000,545400.000000000000000,128700.000000000000000,9000.000000000000000,204300.000000000000000,7364700.000000000000000,18627300.000000000000000,6185700.000000000000000,2621700.000000000000000,1555200.000000000000000,17349300.000000000000000,5493600.000000000000000,32113800.000000000000000,2504700.000000000000000
323,1542600.000000000000000,9923400.000000000000000,7748100.000000000000000,4437900.000000000000000,444600.000000000000000,432000.000000000000000,48906900.000000000000000,9315900.000000000000000,7708500.000000000000000,1159200.000000000000000,2859300.000000000000000,3479400.000000000000000,0.000000000000000,1784700.000000000000000,57600.000000000000000
324,151200.000000000000000,1694700.000000000000000,157500.000000000000000,65700.000000000000000,15300.000000000000000,80100.000000000000000,12791700.000000000000000,4856400.000000000000000,1653300.000000000000000,1859400.000000000000000,3785400.000000000000000,2497500.000000000000000,0.000000000000000,188100.000000000000000,7200.000000000000000
325,53100.000000000000000,4849200.000000000000000,2503800.000000000000000,924300.000000000000000,189900.000000000000000,60300.000000000000000,10913400.000000000000000,1489500.000000000000000,1605600.000000000000000,803700.000000000000000,486000.000000000000000,27361800.000000000000000,12157200.000000000000000,1361700.000000000000000,175500.000000000000000
326,266400.000000000000000,9029700.000000000000000,6320700.000000000000000,5156100.000000000000000,1713600.000000000000000,919800.000000000000000,22542300.000000000000000,14826600.000000000000000,19638000.000000000000000,3787200.000000000000000,4769100.000000000000000,7704000.000000000000000,11700.000000000000000,3067200.000000000000000,47700.000000000000000
327,828000.000000000000000,17621100.000000000000000,20945700.000000000000000,15137100.000000000000000,2880000.000000000000000,302400.000000000000000,22392900.000000000000000,6898500.000000000000000,9369000.000000000000000,599400.000000000000000,1157400.000000000000000,1441800.000000000000000,0.000000000000000,195300.000000000000000,31500.000000000000000
328,8019900.000000000000000,2978100.000000000000000,2143800.000000000000000,1061100.000000000000000,598500.000000000000000,1321200.000000000000000,34001100.000000000000000,5826600.000000000000000,7814700.000000000000000,3983400.000000000000000,974700.000000000000000,22350600.000000000000000,3847500.000000000000000,4464000.000000000000000,414900.000000000000000
329,261000.000000000000000,3031200.000000000000000,589500.000000000000000,110700.000000000000000,10800.000000000000000,105300.000000000000000,20310300.000000000000000,22063500.000000000000000,16696800.000000000000000,4413600.000000000000000,4736700.000000000000000,3940200.000000000000000,189900.000000000000000,22507200.000000000000000,833400.000000000000000
330,2510100.000000000000000,3922200.000000000000000,610200.000000000000000,262800.000000000000000,33300.000000000000000,18900.000000000000000,2128500.000000000000000,8154900.000000000000000,10671300.000000000000000,2354400.000000000000000,1695600.000000000000000,15619500.000000000000000,928800.000000000000000,43922700.000000000000000,3672900.000000000000000
331,305100.000000000000000,5841000.000000000000000,2448000.000000000000000,430200.000000000000000,117000.000000000000000,158400.000000000000000,34387200.000000000000000,7994700.000000000000000,10330200.000000000000000,3526200.000000000000000,3025800.000000000000000,27712800.000000000000000,991800.000000000000000,2154600.000000000000000,377100.000000000000000
332,823500.000000000000000,7568100.000000000000000,2726100.000000000000000,1239300.000000000000000,181800.000000000000000,494100.000000000000000,49653900.000000000000000,7876800.000000000000000,4934700.000000000000000,2443500.000000000000000,2562300.000000000000000,15326100.000000000000000,0.000000000000000,4019400.000000000000000,250200.000000000000000
333,331200.000000000000000,4446900.000000000000000,636300.000000000000000,124200.000000000000000,8100.000000000000000,92700.000000000000000,27866700.000000000000000,25795800.000000000000000,20771100.000000000000000,5368500.000000000000000,5583600.000000000000000,5717700.000000000000000,173700.000000000000000,3354300.000000000000000,129600.000000000000000
334,3361500.000000000000000,3456900.000000000000000,2074500.000000000000000,1087200.000000000000000,176400.000000000000000,219600.000000000000000,4445100.000000000000000,1142100.000000000000000,1307700.000000000000000,799200.000000000000000,316800.000000000000000,13344300.000000000000000,46357200.000000000000000,20619900.000000000000000,1091700.000000000000000
335,468000.000000000000000,3330900.000000000000000,443700.000000000000000,131400.000000000000000,28800.000000000000000,63900.000000000000000,31449600.000000000000000,1548000.000000000000000,1761300.000000000000000,833400.000000000000000,643500.000000000000000,18810000.000000000000000,7239600.000000000000000,2730600.000000000000000,202500.000000000000000
336,543600.000000000000000,2178000.000000000000000,355500.000000000000000,26100.000000000000000,0.000000000000000,46800.000000000000000,14468400.000000000000000,42313500.000000000000000,16078500.000000000000000,4743900.000000000000000,3545100.000000000000000,2629800.000000000000000,0.000000000000000,11909700.000000000000000,961200.000000000000000
337,85500.000000000000000,558900.000000000000000,57600.000000000000000,21600.000000000000000,2700.000000000000000,17100.000000000000000,4905900.000000000000000,3460500.000000000000000,832500.000000000000000,291600.000000000000000,1351800.000000000000000,839700.000000000000000,0.000000000000000,8100.000000000000000,0.000000000000000
338,285300.000000000000000,3486600.000000000000000,754200.000000000000000,131400.000000000000000,8100.000000000000000,90000.000000000000000,9353700.000000000000000,25866000.000000000000000,16422300.000000000000000,7083000.000000000000000,6889500.000000000000000,14651100.000000000000000,198000.000000000000000,13783500.000000000000000,797400.000000000000000
339,2615400.000000000000000,1143900.000000000000000,162900.000000000000000,36900.000000000000000,2700.000000000000000,23400.000000000000000,3637800.000000000000000,1095300.000000000000000,1892700.000000000000000,278100.000000000000000,306000.000000000000000,7877700.000000000000000,6290100.000000000000000,6733800.000000000000000,614700.000000000000000
340,346500.000000000000000,4088700.000000000000000,1303200.000000000000000,484200.000000000000000,74700.000000000000000,565200.000000000000000,11479500.000000000000000,36544500.000000000000000,11669400.000000000000000,6166800.000000000000000,11775600.000000000000000,10353600.000000000000000,0.000000000000000,4548600.000000000000000,399600.000000000000000
341,56700.000000000000000,2301300.000000000000000,911700.000000000000000,175500.000000000000000,9900.000000000000000,59400.000000000000000,33688800.000000000000000,29750400.000000000000000,11733300.000000000000000,8655300.000000000000000,5322600.000000000000000,5103000.000000000000000,128700.000000000000000,1872000.000000000000000,31500.000000000000000
342,457200.000000000000000,3617100.000000000000000,319500.000000000000000,36900.000000000000000,0.000000000000000,25200.000000000000000,37359000.000000000000000,30345300.000000000000000,7061400.000000000000000,6651900.000000000000000,7018200.000000000000000,4804200.000000000000000,0.000000000000000,2035800.000000000000000,68400.000000000000000
343,538200.000000000000000,9044100.000000000000000,7491600.000000000000000,2935800.000000000000000,857700.000000000000000,66600.000000000000000,38617200.000000000000000,9546300.000000000000000,7108200.000000000000000,2543400.000000000000000,2178000.000000000000000,17645400.000000000000000,624600.000000000000000,1141200.000000000000000,62100.000000000000000
344,396900.000000000000000,4286700.000000000000000,1546200.000000000000000,387900.000000000000000,36900.000000000000000,855000.000000000000000,27169200.000000000000000,16082100.000000000000000,20157300.000000000000000,4996800.000000000000000,2899800.000000000000000,11609100.000000000000000,848700.000000000000000,8541000.000000000000000,286200.000000000000000
345,384300.000000000000000,7268400.000000000000000,2078100.000000000000000,821700.000000000000000,46800.000000000000000,141300.000000000000000,47408400.000000000000000,13947300.000000000000000,8405100.000000000000000,2744100.000000000000000,1247400.000000000000000,14455800.000000000000000,0.000000000000000,796500.000000000000000,54900.000000000000000
346,109800.000000000000000,5933700.000000000000000,2585700.000000000000000,968400.000000000000000,110700.000000000000000,84600.000000000000000,22014900.000000000000000,2862000.000000000000000,3807000.000000000000000,1066500.000000000000000,1584000.000000000000000,34051500.000000000000000,18274500.000000000000000,6061500.000000000000000,285300.000000000000000
347,514800.000000000000000,6083100.000000000000000,2844000.000000000000000,1011600.000000000000000,264600.000000000000000,126900.000000000000000,15671700.000000000000000,2199600.000000000000000,8405100.000000000000000,1401300.000000000000000,861300.000000000000000,55797300.000000000000000,4644000.000000000000000,216000.000000000000000,58500.000000000000000
348,11024100.000000000000000,15945300.000000000000000,20541600.000000000000000,11479500.000000000000000,5923800.000000000000000,360900.000000000000000,11109600.000000000000000,5063400.000000000000000,6088500.000000000000000,654300.000000000000000,1064700.000000000000000,7068600.000000000000000,882000.000000000000000,2230200.000000000000000,663300.000000000000000
349,81900.000000000000000,1999800.000000000000000,494100.000000000000000,266400.000000000000000,11700.000000000000000,20700.000000000000000,25615800.000000000000000,52958700.000000000000000,8355600.000000000000000,2462400.000000000000000,4760100.000000000000000,1903500.000000000000000,0.000000000000000,858600.000000000000000,10800.000000000000000
350,217800.000000000000000,7879500.000000000000000,4436100.000000000000000,1129500.000000000000000,107100.000000000000000,165600.000000000000000,8040600.000000000000000,2035800.000000000000000,1294200.000000000000000,415800.000000000000000,684000.000000000000000,20071800.000000000000000,39307500.000000000000000,13348800.000000000000000,666000.000000000000000
351,182700.000000000000000,3456000.000000000000000,331200.000000000000000,48600.000000000000000,1800.000000000000000,10800.000000000000000,22331700.000000000000000,35689500.000000000000000,20214000.000000000000000,3159900.000000000000000,8397000.000000000000000,2340000.000000000000000,0.000000000000000,3806100.000000000000000,130500.000000000000000
352,93600.000000000000000,2543400.000000000000000,1128600.000000000000000,548100.000000000000000,148500.000000000000000,12600.000000000000000,2046600.000000000000000,790200.000000000000000,1144800.000000000000000,196200.000000000000000,250200.000000000000000,1531800.000000000000000,0.000000000000000,807300.000000000000000,40500.000000000000000
353,50400.000000000000000,4766400.000000000000000,1700100.000000000000000,487800.000000000000000,72000.000000000000000,9000.000000000000000,38738700.000000000000000,974700.000000000000000,2329200.000000000000000,391500.000000000000000,657900.000000000000000,24966000.000000000000000,22569300.000000000000000,2227500.000000000000000,159300.000000000000000
354,61200.000000000000000,3212100.000000000000000,1111500.000000000000000,456300.000000000000000,41400.000000000000000,35100.000000000000000,19583100.000000000000000,19850400.000000000000000,8479800.000000000000000,5222700.000000000000000,8274600.000000000000000,6466500.000000000000000,3399300.000000000000000,9522000.000000000000000,634500.000000000000000
355,330300.000000000000000,19348200.000000000000000,19677600.000000000000000,15305400.000000000000000,5999400.000000000000000,171000.000000000000000,13217400.000000000000000,3275100.000000000000000,13906800.000000000000000,1836000.000000000000000,1348200.000000000000000,3243600.000000000000000,900.000000000000000,2291400.000000000000000,148500.000000000000000
356,192600.000000000000000,3055500.000000000000000,376200.000000000000000,146700.000000000000000,8100.000000000000000,48600.000000000000000,53567100.000000000000000,17850600.000000000000000,5099400.000000000000000,5229000.000000000000000,3627000.000000000000000,6129000.000000000000000,4059900.000000000000000,659700.000000000000000,50400.000000000000000
357,67500.000000000000000,4273200.000000000000000,537300.000000000000000,217800.000000000000000,34200.000000000000000,20700.000000000000000,14873400.000000000000000,1779300.000000000000000,1508400.000000000000000,975600.000000000000000,1257300.000000000000000,34569900.000000000000000,11152800.000000000000000,3037500.000000000000000,320400.000000000000000
358,643500.000000000000000,3395700.000000000000000,1845000.000000000000000,450900.000000000000000,79200.000000000000000,959400.000000000000000,32052600.000000000000000,38524500.000000000000000,12505500.000000000000000,2654100.000000000000000,5602500.000000000000000,1161900.000000000000000,0.000000000000000,210600.000000000000000,14400.000000000000000
359,347400.000000000000000,3805200.000000000000000,1644300.000000000000000,228600.000000000000000,23400.000000000000000,497700.000000000000000,16947900.000000000000000,15903000.000000000000000,11188800.000000000000000,5858100.000000000000000,7027200.000000000000000,27865800.000000000000000,207000.000000000000000,7310700.000000000000000,945000.000000000000000
360,42518700.000000000000000,6639300.000000000000000,6330600.000000000000000,3406500.000000000000000,1869300.000000000000000,167400.000000000000000,17228700.000000000000000,3325500.000000000000000,5122800.000000000000000,1189800.000000000000000,1184400.000000000000000,10169100.000000000000000,36900.000000000000000,279900.000000000000000,331200.000000000000000
361,124200.000000000000000,3326400.000000000000000,1161000.000000000000000,299700.000000000000000,45000.000000000000000,78300.000000000000000,32192100.000000000000000,5597100.000000000000000,4501800.000000000000000,886500.000000000000000,1495800.000000000000000,30331800.000000000000000,14002200.000000000000000,5361300.000000000000000,396900.000000000000000
362,487800.000000000000000,5597100.000000000000000,3825900.000000000000000,1378800.000000000000000,173700.000000000000000,580500.000000000000000,27729000.000000000000000,16807500.000000000000000,15545700.000000000000000,6120000.000000000000000,3833100.000000000000000,14207400.000000000000000,0.000000000000000,3610800.000000000000000,202500.000000000000000
363,663300.000000000000000,3562200.000000000000000,738000.000000000000000,115200.000000000000000,11700.000000000000000,30600.000000000000000,43028100.000000000000000,4124700.000000000000000,2283300.000000000000000,1629900.000000000000000,671400.000000000000000,18197100.000000000000000,1646100.000000000000000,2453400.000000000000000,109800.000000000000000
364,1608300.000000000000000,6437700.000000000000000,2587500.000000000000000,1182600.000000000000000,267300.000000000000000,68400.000000000000000,14120100.000000000000000,9051300.000000000000000,15737400.000000000000000,2488500.000000000000000,3057300.000000000000000,16889400.000000000000000,2443500.000000000000000,22949100.000000000000000,911700.000000000000000
365,542700.000000000000000,4059000.000000000000000,261900.000000000000000,56700.000000000000000,2700.000000000000000,9900.000000000000000,14497200.000000000000000,32142600.000000000000000,26464500.000000000000000,4666500.000000000000000,9101700.000000000000000,2427300.000000000000000,900.000000000000000,5465700.000000000000000,100800.000000000000000
366,79200.000000000000000,1235700.000000000000000,225900.000000000000000,46800.000000000000000,900.000000000000000,14400.000000000000000,17979300.000000000000000,607500.000000000000000,1078200.000000000000000,276300.000000000000000,347400.000000000000000,8534700.000000000000000,365400.000000000000000,35100.000000000000000,1800.000000000000000
367,1387800.000000000000000,167400.000000000000000,6300.000000000000000,900.000000000000000,0.000000000000000,900.000000000000000,120600.000000000000000,940500.000000000000000,767700.000000000000000,142200.000000000000000,108900.000000000000000,336600.000000000000000,0.000000000000000,16972200.000000000000000,1148400.000000000000000
368,1062900.000000000000000,4970700.000000000000000,1179000.000000000000000,492300.000000000000000,106200.000000000000000,333000.000000000000000,33037200.000000000000000,2933100.000000000000000,7003800.000000000000000,2205000.000000000000000,2724300.000000000000000,38735100.000000000000000,3591900.000000000000000,1380600.000000000000000,645300.000000000000000
369,3533400.000000000000000,6541200.000000000000000,3546000.000000000000000,857700.000000000000000,107100.000000000000000,70200.000000000000000,37594800.000000000000000,8485200.000000000000000,7227000.000000000000000,1737900.000000000000000,1482300.000000000000000,20859300.000000000000000,1578600.000000000000000,6189300.000000000000000,289800.000000000000000
370,177300.000000000000000,2937600.000000000000000,1366200.000000000000000,847800.000000000000000,151200.000000000000000,265500.000000000000000,5487300.000000000000000,6146100.000000000000000,1915200.000000000000000,1008900.000000000000000,584100.000000000000000,35625600.000000000000000,10483200.000000000000000,30517200.000000000000000,2586600.000000000000000
371,90000.000000000000000,3219300.000000000000000,644400.000000000000000,346500.000000000000000,301500.000000000000000,143100.000000000000000,42151500.000000000000000,20672100.000000000000000,11424600.000000000000000,878400.000000000000000,1101600.000000000000000,18504900.000000000000000,330300.000000000000000,285300.000000000000000,6300.000000000000000
372,2322900.000000000000000,2985300.000000000000000,855000.000000000000000,205200.000000000000000,18000.000000000000000,37800.000000000000000,8269200.000000000000000,16076700.000000000000000,26838000.000000000000000,2400300.000000000000000,2828700.000000000000000,26760600.000000000000000,1280700.000000000000000,8946000.000000000000000,576000.000000000000000
373,373500.000000000000000,7982100.000000000000000,5911200.000000000000000,1863000.000000000000000,152100.000000000000000,3098700.000000000000000,38173500.000000000000000,20836800.000000000000000,12196800.000000000000000,2558700.000000000000000,3430800.000000000000000,3279600.000000000000000,0.000000000000000,221400.000000000000000,21600.000000000000000
374,261000.000000000000000,6191100.000000000000000,9903600.000000000000000,5987700.000000000000000,2685600.000000000000000,495000.000000000000000,3942900.000000000000000,822600.000000000000000,732600.000000000000000,1115100.000000000000000,529200.000000000000000,18679500.000000000000000,42146100.000000000000000,5520600.000000000000000,787500.000000000000000
375,432900.000000000000000,6633000.000000000000000,2919600.000000000000000,1143900.000000000000000,100800.000000000000000,131400.000000000000000,33353100.000000000000000,2690100.000000000000000,4268700.000000000000000,727200.000000000000000,634500.000000000000000,23479200.000000000000000,16413300.000000000000000,6462000.000000000000000,710100.000000000000000
376,2331900.000000000000000,10461600.000000000000000,5727600.000000000000000,2527200.000000000000000,1477800.000000000000000,321300.000000000000000,27932400.000000000000000,12647700.000000000000000,9465300.000000000000000,2237400.000000000000000,2147400.000000000000000,21329100.000000000000000,580500.000000000000000,842400.000000000000000,70200.000000000000000
377,7217100.000000000000000,4834800.000000000000000,1423800.000000000000000,405000.000000000000000,81900.000000000000000,61200.000000000000000,26435700.000000000000000,34768800.000000000000000,15083100.000000000000000,2869200.000000000000000,3732300.000000000000000,1658700.000000000000000,0.000000000000000,1068300.000000000000000,160200.000000000000000
378,4366800.000000000000000,5083200.000000000000000,3556800.000000000000000,2592900.000000000000000,467100.000000000000000,333900.000000000000000,7272900.000000000000000,5568300.000000000000000,8883000.000000000000000,1062000.000000000000000,1106100.000000000000000,13347900.000000000000000,6044400.000000000000000,38078100.000000000000000,2036700.000000000000000
379,44100.000000000000000,2570400.000000000000000,323100.000000000000000,60300.000000000000000,6300.000000000000000,1800.000000000000000,46708200.000000000000000,26279100.000000000000000,17666100.000000000000000,1479600.000000000000000,1258200.000000000000000,3750300.000000000000000,0.000000000000000,248400.000000000000000,4500.000000000000000
380,64800.000000000000000,2479500.000000000000000,233100.000000000000000,36000.000000000000000,0.000000000000000,18000.000000000000000,15558300.000000000000000,38139300.000000000000000,21609900.000000000000000,7307100.000000000000000,8759700.000000000000000,1621800.000000000000000,0.000000000000000,4185000.000000000000000,87300.000000000000000
381,2796300.000000000000000,4661100.000000000000000,783900.000000000000000,210600.000000000000000,15300.000000000000000,192600.000000000000000,53667000.000000000000000,14324400.000000000000000,8017200.000000000000000,1997100.000000000000000,2245500.000000000000000,5715900.000000000000000,0.000000000000000,5236200.000000000000000,236700.000000000000000
