Station,Camera,CameraName,Species,TrapAndCamera,DateTimeOriginal,Date,Time,delta.time.secs,delta.time.mins,delta.time.hours,delta.time.days,Directory,FileName
C_L37_Y1,530,CL401A,Procyon lotor,C_L37_Y1_530,2022-10-17 06:28:56,2022-10-17,06:28:56,39525,658,11.0,0.5,C:\Users\rylee\AppData\Local\camelot\Datasets\default\Media\4c,4c3589fc-a3a8-4a60-bb2b-0f1b24c7dd53.jpg
C_L37_Y1,530,CL401A,Procyon lotor,C_L37_Y1_530,2022-10-17 06:28:56,2022-10-17,06:28:56,39525,658,11.0,0.5,C:\Users\rylee\AppData\Local\camelot\Datasets\default\Media\4c,4c3589fc-a3a8-4a60-bb2b-0f1b24c7dd53.jpg
C_L38_Y1,532,CL402A,Procyon lotor,C_L38_Y1_532,2022-10-17 06:33:38,2022-10-17,06:33:38,0,0,0.0,0.0,C:\Users\rylee\AppData\Local\camelot\Datasets\default\Media\89,898f9bde-13df-4a5b-9499-c2daf5d8c4f0.jpg
C_L38_Y1,532,CL402A,Procyon lotor,C_L38_Y1_532,2022-10-17 06:33:38,2022-10-17,06:33:38,0,0,0.0,0.0,C:\Users\rylee\AppData\Local\camelot\Datasets\default\Media\89,898f9bde-13df-4a5b-9499-c2daf5d8c4f0.jpg
C_L38_Y1,532,CL402A,Procyon lotor,C_L38_Y1_532,2022-10-17 06:33:38,2022-10-17,06:33:38,0,0,0.0,0.0,C:\Users\rylee\AppData\Local\camelot\Datasets\default\Media\89,898f9bde-13df-4a5b-9499-c2daf5d8c4f0.jpg
C_L63_Y1,562,CL603A,Odocoileus virginianus,C_L63_Y1_562,2022-10-17 07:05:29,2022-10-17,07:05:29,0,0,0.0,0.0,C:\Users\rylee\AppData\Local\camelot\Datasets\default\Media\22,2292deda-467a-4682-b7e8-ce52ae1ba30e.jpg
C_L63_Y1,562,CL603A,Odocoileus virginianus,C_L63_Y1_562,2022-10-17 07:35:09,2022-10-17,07:35:09,1780,29,0.5,0.0,C:\Users\rylee\AppData\Local\camelot\Datasets\default\Media\b8,b815d61f-31ad-456f-bc65-a342cdfd5e5c.jpg
C_L65_Y1,566,CL605A,Odocoileus virginianus,C_L65_Y1_566,2022-10-17 07:41:16,2022-10-17,07:41:16,0,0,0.0,0.0,C:\Users\rylee\AppData\Local\camelot\Datasets\default\Media\b1,b1512cfd-71e0-41a3-b4fe-d6ffac847a57.jpg
C_L58_Y1,555,CL510A,unknown passerine,C_L58_Y1_555,2022-10-17 13:19:19,2022-10-17,13:19:19,0,0,0.0,0.0,C:\Users\rylee\AppData\Local\camelot\Datasets\default\Media\05,05e15035-4c27-4d24-93d1-3f1df486bdc9.jpg
C_U43_Y1,599,CU407A,Odocoileus virginianus,C_U43_Y1_599,2022-10-17 17:18:47,2022-10-17,17:18:47,63062,1051,17.5,0.7,C:\Users\rylee\AppData\Local\camelot\Datasets\default\Media\be,be924e21-0b1c-41c0-b313-4457fdb803ee.jpg
C_U43_Y1,599,CU407A,Odocoileus virginianus,C_U43_Y1_599,2022-10-17 17:18:47,2022-10-17,17:18:47,63062,1051,17.5,0.7,C:\Users\rylee\AppData\Local\camelot\Datasets\default\Media\be,be924e21-0b1c-41c0-b313-4457fdb803ee.jpg
C_L40_Y1,536,CL404A,Didelphis virginiana,C_L40_Y1_536,2022-10-17 18:05:53,2022-10-17,18:05:53,74804,1246,20.8,0.9,C:\Users\rylee\AppData\Local\camelot\Datasets\default\Media\07,070aad5a-e893-435a-b4ad-3d0e2e5059ab.jpg
C_U22_Y1,298,CU210A,Odocoileus virginianus,C_U22_Y1_298,2022-10-17 18:49:51,2022-10-17,18:49:51,0,0,0.0,0.0,C:\Users\rylee\AppData\Local\camelot\Datasets\default\Media\5d,5d869e31-a5ee-4293-aa0f-67f0c8c181fb.jpg
C_U22_Y1,298,CU210A,Odocoileus virginianus,C_U22_Y1_298,2022-10-17 18:49:51,2022-10-17,18:49:51,0,0,0.0,0.0,C:\Users\rylee\AppData\Local\camelot\Datasets\default\Media\5d,5d869e31-a5ee-4293-aa0f-67f0c8c181fb.jpg
C_U22_Y1,298,CU210A,Odocoileus virginianus,C_U22_Y1_298,2022-10-17 18:49:51,2022-10-17,18:49:51,0,0,0.0,0.0,C:\Users\rylee\AppData\Local\camelot\Datasets\default\Media\5d,5d869e31-a5ee-4293-aa0f-67f0c8c181fb.jpg
C_L57_Y1,553,CL509A,unknown lagomorph,C_L57_Y1_553,2022-10-17 18:59:16,2022-10-17,18:59:16,0,0,0.0,0.0,C:\Users\rylee\AppData\Local\camelot\Datasets\default\Media\90,90fa5e38-c996-4d0b-b14e-bd5ec0bb7ac8.jpg
C_U65_Y1,631,CU605A,Urocyon cinereoargenteus,C_U65_Y1_631,2022-10-17 19:01:46,2022-10-17,19:01:46,0,0,0.0,0.0,C:\Users\rylee\AppData\Local\camelot\Datasets\default\Media\90,90cfa93d-ec8b-4535-9b65-595334b94564.jpg
C_U8_Y1,195,CU108A,Procyon lotor,C_U8_Y1_195,2022-10-17 19:03:23,2022-10-17,19:03:23,0,0,0.0,0.0,C:\Users\rylee\AppData\Local\camelot\Datasets\default\Media\e6,e65410ec-544b-4380-8ace-77705b78f173.jpg
C_U17_Y1,286,CU205A,unknown lagomorph,C_U17_Y1_286,2022-10-17 19:15:17,2022-10-17,19:15:17,0,0,0.0,0.0,C:\Users\rylee\AppData\Local\camelot\Datasets\default\Media\fa,fa314414-e8a4-4189-834c-b93ad85d2d11.jpg
C_L38_Y1,532,CL402A,Didelphis virginiana,C_L38_Y1_532,2022-10-17 19:34:28,2022-10-17,19:34:28,0,0,0.0,0.0,C:\Users\rylee\AppData\Local\camelot\Datasets\default\Media\bc,bcd02bdd-7a43-444c-8ea4-86283ed51b11.jpg
C_U8_Y1,195,CU108A,Dasypus novemcinctus,C_U8_Y1_195,2022-10-17 19:36:36,2022-10-17,19:36:36,0,0,0.0,0.0,C:\Users\rylee\AppData\Local\camelot\Datasets\default\Media\c1,c18ad270-fc96-4e03-b47e-002425881e15.jpg
C_L18_Y1,265,CL206A,unknown rodent,C_L18_Y1_265,2022-10-17 20:05:32,2022-10-17,20:05:32,0,0,0.0,0.0,C:\Users\rylee\AppData\Local\camelot\Datasets\default\Media\58,5860ef7d-b2f1-4b31-a839-368720918db1.jpg
C_U46_Y1,605,CU410A,unknown rodent,C_U46_Y1_605,2022-10-17 20:10:30,2022-10-17,20:10:30,70809,1180,19.7,0.8,C:\Users\rylee\AppData\Local\camelot\Datasets\default\Media\c6,c60b52ac-dfc9-4237-a41f-d23fa7b2205a.jpg
C_U54_Y1,617,CU506A,Dasypus novemcinctus,C_U54_Y1_617,2022-10-17 20:24:09,2022-10-17,20:24:09,0,0,0.0,0.0,C:\Users\rylee\AppData\Local\camelot\Datasets\default\Media\86,861947d7-b1db-4512-9a01-c06b8012242e.jpg
C_U8_Y1,195,CU108A,Odocoileus virginianus,C_U8_Y1_195,2022-10-17 20:48:00,2022-10-17,20:48:00,0,0,0.0,0.0,C:\Users\rylee\AppData\Local\camelot\Datasets\default\Media\5f,5f16c670-2c70-4a07-8b2e-38218b6be82c.jpg
C_U8_Y1,195,CU108A,Odocoileus virginianus,C_U8_Y1_195,2022-10-17 20:48:00,2022-10-17,20:48:00,0,0,0.0,0.0,C:\Users\rylee\AppData\Local\camelot\Datasets\default\Media\5f,5f16c670-2c70-4a07-8b2e-38218b6be82c.jpg
C_U28_Y1,575,CU304A,Dasypus novemcinctus,C_U28_Y1_575,2022-10-17 20:49:08,2022-10-17,20:49:08,0,0,0.0,0.0,C:\Users\rylee\AppData\Local\camelot\Datasets\default\Media\b3,b34c558a-38fb-45f2-b829-1e8434813648.jpg
C_U67_Y1,635,CU607A,Canis latrans,C_U67_Y1_635,2022-10-17 20:58:10,2022-10-17,20:58:10,0,0,0.0,0.0,C:\Users\rylee\AppData\Local\camelot\Datasets\default\Media\20,20ea2953-1717-4aa5-b0c0-ca2a6c9d0b8d.jpg
C_U8_Y1,195,CU108A,Odocoileus virginianus,C_U8_Y1_195,2022-10-17 21:03:50,2022-10-17,21:03:50,950,15,0.3,0.0,C:\Users\rylee\AppData\Local\camelot\Datasets\default\Media\34,345ef414-f684-4480-95bf-0512b805e3c0.jpg
C_U8_Y1,195,CU108A,Odocoileus virginianus,C_U8_Y1_195,2022-10-17 21:03:50,2022-10-17,21:03:50,950,15,0.3,0.0,C:\Users\rylee\AppData\Local\camelot\Datasets\default\Media\34,345ef414-f684-4480-95bf-0512b805e3c0.jpg
C_U53_Y1,615,CU505A,unknown lagomorph,C_U53_Y1_615,2022-10-17 21:19:27,2022-10-17,21:19:27,0,0,0.0,0.0,C:\Users\rylee\AppData\Local\camelot\Datasets\default\Media\58,585d62df-8699-40a4-ae91-a6d035e15d02.jpg
C_L12_Y1,183,CL112A,unknown rodent,C_L12_Y1_183,2022-10-17 21:28:02,2022-10-17,21:28:02,0,0,0.0,0.0,C:\Users\rylee\AppData\Local\camelot\Datasets\default\Media\04,045ca74f-d12e-4921-95a8-00e0f641d4ef.jpg
C_U53_Y1,615,CU505A,Procyon lotor,C_U53_Y1_615,2022-10-17 21:40:37,2022-10-17,21:40:37,0,0,0.0,0.0,C:\Users\rylee\AppData\Local\camelot\Datasets\default\Media\01,012038d7-63d8-4427-a7dc-0ce5f7b551da.jpg
C_U39_Y1,593,CU403A,Urocyon cinereoargenteus,C_U39_Y1_593,2022-10-17 22:04:11,2022-10-17,22:04:11,0,0,0.0,0.0,C:\Users\rylee\AppData\Local\camelot\Datasets\default\Media\30,30166e77-dcbb-44c0-a54a-a40319ab132f.jpg
C_U8_Y1,195,CU108A,Odocoileus virginianus,C_U8_Y1_195,2022-10-17 22:30:07,2022-10-17,22:30:07,5177,86,1.4,0.1,C:\Users\rylee\AppData\Local\camelot\Datasets\default\Media\cd,cd5e2737-378d-4069-ae08-4f1fbdea217b.jpg
C_U16_Y1,284,CU204A,Dasypus novemcinctus,C_U16_Y1_284,2022-10-17 22:32:49,2022-10-17,22:32:49,0,0,0.0,0.0,C:\Users\rylee\AppData\Local\camelot\Datasets\default\Media\0b,0b29e1f8-4348-44aa-b050-13a4d12fce94.jpg
C_U66_Y1,633,CU606A,Urocyon cinereoargenteus,C_U66_Y1_633,2022-10-17 22:39:44,2022-10-17,22:39:44,0,0,0.0,0.0,C:\Users\rylee\AppData\Local\camelot\Datasets\default\Media\e7,e731da07-b8f3-4afa-8f4d-715bee8cdfbf.jpg
C_L8_Y1,181,CL108A,Canis latrans,C_L8_Y1_181,2022-10-17 22:41:38,2022-10-17,22:41:38,0,0,0.0,0.0,C:\Users\rylee\AppData\Local\camelot\Datasets\default\Media\be,be2331fa-1e9c-4b8a-88a7-cecdca31bc81.jpg
C_U8_Y1,195,CU108A,Didelphis virginiana,C_U8_Y1_195,2022-10-17 22:41:45,2022-10-17,22:41:45,0,0,0.0,0.0,C:\Users\rylee\AppData\Local\camelot\Datasets\default\Media\7d,7d27b5c3-547f-4957-8d6d-e520740f26a4.jpg
C_U45_Y1,603,CU409A,Urocyon cinereoargenteus,C_U45_Y1_603,2022-10-17 23:14:27,2022-10-17,23:14:27,0,0,0.0,0.0,C:\Users\rylee\AppData\Local\camelot\Datasets\default\Media\84,843e649a-b95d-47f2-9656-70a3bb4d160c.jpg
C_L24_Y1,274,CL212A,Didelphis virginiana,C_L24_Y1_274,2022-10-17 23:26:24,2022-10-17,23:26:24,93395,1556,25.9,1.1,C:\Users\rylee\AppData\Local\camelot\Datasets\default\Media\32,32ba23e2-2ed1-4a24-bc98-d2520b9fdf93.jpg
C_U15_Y1,282,CU203A,Didelphis virginiana,C_U15_Y1_282,2022-10-17 23:34:00,2022-10-17,23:34:00,0,0,0.0,0.0,C:\Users\rylee\AppData\Local\camelot\Datasets\default\Media\c0,c0bef8cc-5b93-4fe1-bb44-8ab0ffc600d3.jpg
C_L14_Y1,254,CL202A,Procyon lotor,C_L14_Y1_254,2022-10-17 23:48:28,2022-10-17,23:48:28,0,0,0.0,0.0,C:\Users\rylee\AppData\Local\camelot\Datasets\default\Media\17,1732bd95-9491-4899-8ee6-0ffed9b39987.jpg
C_L14_Y1,254,CL202A,Procyon lotor,C_L14_Y1_254,2022-10-17 23:48:28,2022-10-17,23:48:28,0,0,0.0,0.0,C:\Users\rylee\AppData\Local\camelot\Datasets\default\Media\17,1732bd95-9491-4899-8ee6-0ffed9b39987.jpg
C_L38_Y1,532,CL402A,Didelphis virginiana,C_L38_Y1_532,2022-10-17 23:52:46,2022-10-17,23:52:46,15498,258,4.3,0.2,C:\Users\rylee\AppData\Local\camelot\Datasets\default\Media\c1,c12532d6-784b-4049-b70f-ddeab08af4b7.jpg
C_U17_Y1,286,CU205A,Procyon lotor,C_U17_Y1_286,2022-10-17 23:56:11,2022-10-17,23:56:11,0,0,0.0,0.0,C:\Users\rylee\AppData\Local\camelot\Datasets\default\Media\36,3639e473-8808-4c76-8fd5-f699089f23e8.jpg
C_U7_Y1,193,CU107A,Didelphis virginiana,C_U7_Y1_193,2022-10-18 00:01:34,2022-10-18,00:01:34,0,0,0.0,0.0,C:\Users\rylee\AppData\Local\camelot\Datasets\default\Media\c5,c5aa9ce1-8a0f-4ab4-a6d8-543c73fcd57f.jpg
C_U52_Y1,613,CU504A,Procyon lotor,C_U52_Y1_613,2022-10-18 01:30:04,2022-10-18,01:30:04,0,0,0.0,0.0,C:\Users\rylee\AppData\Local\camelot\Datasets\default\Media\b7,b726711a-c7fe-42b7-a5a8-082402331fde.jpg
C_U1_Y1,185,CU101A,Didelphis virginiana,C_U1_Y1_185,2022-10-18 01:45:49,2022-10-18,01:45:49,0,0,0.0,0.0,C:\Users\rylee\AppData\Local\camelot\Datasets\default\Media\49,493e0b0a-c38d-46d0-94ec-e1e5ab5169ce.jpg
C_U66_Y1,633,CU606A,Procyon lotor,C_U66_Y1_633,2022-10-18 03:04:35,2022-10-18,03:04:35,0,0,0.0,0.0,C:\Users\rylee\AppData\Local\camelot\Datasets\default\Media\d8,d8efaf30-3ad5-44a2-9fe6-f85411af941c.jpg
C_L34_Y1,527,CL310A,Procyon lotor,C_L34_Y1_527,2022-10-18 04:23:16,2022-10-18,04:23:16,0,0,0.0,0.0,C:\Users\rylee\AppData\Local\camelot\Datasets\default\Media\a9,a93652d9-4f0e-4cd7-a145-d57bd59729a2.jpg
C_U52_Y1,613,CU504A,Didelphis virginiana,C_U52_Y1_613,2022-10-18 04:23:23,2022-10-18,04:23:23,0,0,0.0,0.0,C:\Users\rylee\AppData\Local\camelot\Datasets\default\Media\4f,4fcadaac-5513-4ed3-9919-7f1fc15e19d2.jpg
C_L38_Y1,532,CL402A,unknown lagomorph,C_L38_Y1_532,2022-10-18 05:16:37,2022-10-18,05:16:37,0,0,0.0,0.0,C:\Users\rylee\AppData\Local\camelot\Datasets\default\Media\70,70e22ba3-9ea7-4358-86ab-39cfea1964ac.jpg
C_U35_Y1,586,CU311A,unknown lagomorph,C_U35_Y1_586,2022-10-18 05:23:37,2022-10-18,05:23:37,0,0,0.0,0.0,C:\Users\rylee\AppData\Local\camelot\Datasets\default\Media\31,31515339-9dee-449a-af5b-95c9d86b964f.jpg
C_U44_Y1,601,CU408A,Procyon lotor,C_U44_Y1_601,2022-10-18 05:43:17,2022-10-18,05:43:17,0,0,0.0,0.0,C:\Users\rylee\AppData\Local\camelot\Datasets\default\Media\cc,cc32e9ec-3afa-4809-b015-6c5273c054d4.jpg
C_U41_Y1,595,CU405A,Canis familiaris,C_U41_Y1_595,2022-10-18 05:59:08,2022-10-18,05:59:08,134318,2238,37.3,1.6,C:\Users\rylee\AppData\Local\camelot\Datasets\default\Media\94,9410d0be-3c65-4397-bc8c-bab2200ab126.jpg
C_U1_Y1,185,CU101A,unknown lagomorph,C_U1_Y1_185,2022-10-18 06:21:02,2022-10-18,06:21:02,0,0,0.0,0.0,C:\Users\rylee\AppData\Local\camelot\Datasets\default\Media\6e,6ef86466-db4c-4966-a0bd-ec24d8703c6c.jpg
C_L31_Y1,525,CL307A,Procyon lotor,C_L31_Y1_525,2022-10-18 06:30:56,2022-10-18,06:30:56,0,0,0.0,0.0,C:\Users\rylee\AppData\Local\camelot\Datasets\default\Media\50,50532ef5-55d2-403d-914f-d79b67fe0c55.jpg
C_U27_Y1,574,CU303A,Cardinalis cardinalis,C_U27_Y1_574,2022-10-18 06:40:18,2022-10-18,06:40:18,0,0,0.0,0.0,C:\Users\rylee\AppData\Local\camelot\Datasets\default\Media\ab,ab70cda0-2c2d-45aa-b75a-caf38177db11.jpg
C_L63_Y1,562,CL603A,Odocoileus virginianus,C_L63_Y1_562,2022-10-18 06:42:12,2022-10-18,06:42:12,83223,1387,23.1,1.0,C:\Users\rylee\AppData\Local\camelot\Datasets\default\Media\8e,8e598202-df5d-4789-b07b-a581d564a931.jpg
