Station,Camera,gps_y,gps_x,Setup_date,Retrieval_date
S_L56_Y1,736,30.955576,-87.865503,2023-01-14,2023-01-21
S_L56_Y1,737,30.955576,-87.865503,2023-01-21,2023-01-28
S_L57_Y1,738,30.956120,-87.865325,2023-01-14,2023-01-21
S_L57_Y1,739,30.956120,-87.865325,2023-01-21,2023-01-28
S_L58_Y1,740,30.956654,-87.865422,2023-01-14,2023-01-21
S_L58_Y1,741,30.956654,-87.865422,2023-01-21,2023-01-28
S_L59_Y1,742,30.957362,-87.865190,2023-01-14,2023-01-21
S_L59_Y1,743,30.957362,-87.865190,2023-01-21,2023-01-28
S_L5_Y1,646,30.678654,-87.429961,2023-01-14,2023-01-21
S_L5_Y1,647,30.678654,-87.429961,2023-01-21,2023-01-28
S_L60_Y1,744,30.957766,87.865391,2023-01-21,2023-01-28
S_L61_Y1,745,30.953656,-87.870961,2023-01-14,2023-01-21
S_L61_Y1,746,30.953656,-87.870961,2023-01-21,2023-01-28
S_L62_Y1,747,30.953571,-87.871471,2023-01-14,2023-01-21
S_L62_Y1,748,30.953571,-87.871471,2023-01-21,2023-01-28
S_L63_Y1,749,30.951626,-87.872121,2023-01-14,2023-01-21
S_L64_Y1,750,30.952146,-87.872108,2023-01-14,2023-01-21
S_L64_Y1,751,30.952146,-87.872108,2023-01-21,2023-01-28
S_L65_Y1,752,30.952563,-87.872071,2023-01-14,2023-01-21
S_L65_Y1,753,30.952563,-87.872071,2023-01-21,2023-01-28
S_L66_Y1,754,30.953256,-87.872122,2023-01-14,2023-01-21
S_L66_Y1,755,30.953256,-87.872122,2023-01-21,2023-01-28
S_L67_Y1,756,30.951661,-87.866986,2023-01-14,2023-01-21
S_L68_Y1,757,30.952098,-87.866856,2023-01-14,2023-01-21
S_L68_Y1,758,30.952098,-87.866856,2023-01-21,2023-01-28
S_L69_Y1,759,30.952739,-87.866827,2023-01-14,2023-01-21
S_L69_Y1,760,30.952739,-87.866827,2023-01-21,2023-01-28
S_L6_Y1,648,30.679140,-87.430004,2023-01-14,2023-01-21
S_L6_Y1,649,30.679140,-87.430004,2023-01-21,2023-01-28
S_L70_Y1,761,30.963321,-87.866936,2023-01-14,2023-01-21
S_L70_Y1,762,30.963321,-87.866936,2023-01-21,2023-01-28
S_L71_Y1,763,30.953503,-87.867305,2023-01-14,2023-01-21
S_L71_Y1,764,30.953503,-87.867305,2023-01-21,2023-01-28
S_L72_Y1,765,30.953720,-87.867831,2023-01-14,2023-01-21
S_L72_Y1,766,30.953720,-87.867831,2023-01-21,2023-01-28
S_L8_Y1,650,30.677044,-87.424654,2023-01-14,2023-01-21
S_L9_Y1,651,30.677491,-87.424617,2023-01-14,2023-01-21
S_L9_Y1,652,30.677491,-87.424617,2023-01-21,2023-01-28
S_U10_Y1,782,30.453715,-87.471356,2023-01-15,2023-01-22
S_U11_Y1,783,30.453433,-87.471490,2023-01-22,2023-01-29
S_U12_Y1,784,30.453266,-87.471685,2023-01-22,2023-01-29
S_U13_Y1,785,30.456724,-87.477886,2023-01-15,2023-01-22
S_U15_Y1,786,30.458035,-87.478280,2023-01-15,2023-01-22
S_U15_Y1,787,30.458035,-87.478280,2023-01-22,2023-01-29
S_U17_Y1,788,30.459094,-87.478213,2023-01-15,2023-01-22
S_U18_Y1,789,30.459522,-87.478205,2023-01-15,2023-01-22
S_U18_Y1,790,30.459522,-87.478205,2023-01-22,2023-01-29
S_U1_Y1,767,30.454904,-87.468769,2023-01-15,2023-01-22
S_U1_Y1,768,30.454904,-87.468769,2023-01-22,2023-01-29
S_U21_Y1,792,30.457316,-87.472491,2023-01-15,2023-01-22
S_U22_Y1,794,30.458001,-87.472302,2023-01-22,2023-01-29
S_U23_Y1,795,30.458984,-87.472810,2023-01-15,2023-01-22
S_U23_Y1,796,30.458984,-87.472810,2023-01-22,2023-01-29
S_U24_Y1,797,30.459647,-87.472810,2023-01-15,2023-01-22
S_U24_Y1,798,30.459647,-87.472810,2023-01-22,2023-01-29
S_U25_Y1,799,31.026984,-87.671350,2023-01-14,2023-01-21
S_U25_Y1,800,31.026984,-87.671350,2023-01-21,2023-01-28
S_U26_Y1,801,31.027587,-87.671525,2023-01-14,2023-01-21
S_U26_Y1,802,31.027587,-87.671525,2023-01-21,2023-01-28
S_U27_Y1,803,31.028253,-87.671644,2023-01-14,2023-01-21
S_U27_Y1,804,31.028253,-87.671644,2023-01-21,2023-01-28
S_U28_Y1,805,31.028686,-87.671576,2023-01-14,2023-01-21
S_U28_Y1,806,31.028686,-87.671576,2023-01-21,2023-01-28
S_U29_Y1,807,31.028839,-87.670992,2023-01-14,2023-01-21
S_U29_Y1,808,31.028839,-87.670992,2023-01-21,2023-01-28
S_U2_Y1,769,30.454558,-87.468806,2023-01-15,2023-01-22
S_U2_Y1,770,30.454558,-87.468806,2023-01-22,2023-01-29
S_U30_Y1,809,31.028580,-87.670471,2023-01-21,2023-01-28
S_U31_Y1,810,31.026970,-87.666589,2023-01-21,2023-01-28
S_U32_Y1,811,31.027655,-87.666617,2023-01-21,2023-01-28
S_U33_Y1,812,31.028171,-87.666467,2023-01-14,2023-01-21
S_U33_Y1,813,31.028171,-87.666467,2023-01-21,2023-01-28
S_U34_Y1,814,31.028816,-87.666588,2023-01-14,2023-01-21
S_U35_Y1,815,31.029362,-87.666682,2023-01-14,2023-01-21
S_U37_Y1,816,30.458749,-87.459919,2023-01-15,2023-01-22
S_U38_Y1,817,30.459444,-87.459836,2023-01-15,2023-01-22
S_U38_Y1,818,30.459444,-87.459836,2023-01-22,2023-01-29
S_U39_Y1,819,30.460223,-87.459804,2023-01-15,2023-01-22
S_U39_Y1,820,30.460223,-87.459804,2023-01-22,2023-01-29
S_U3_Y1,771,30.454258,-87.468809,2023-01-15,2023-01-22
S_U3_Y1,772,30.454258,-87.468809,2023-01-22,2023-01-29
S_U40_Y1,821,30.460886,-87.459723,2023-01-22,2023-01-29
S_U41_Y1,822,30.461676,-97.459766,2023-01-15,2023-01-22
S_U44_Y1,823,30.459437,-87.463804,2023-01-15,2023-01-22
S_U44_Y1,824,30.459437,-87.463804,2023-01-22,2023-01-29
S_U45_Y1,825,30.459963,-87.463776,2023-01-15,2023-01-22
S_U45_Y1,826,30.459963,-87.463776,2023-01-22,2023-01-29
S_U46_Y1,827,30.460297,-87.463566,2023-01-15,2023-01-22
S_U47_Y1,828,30.461176,-87.463553,2023-01-15,2023-01-22
S_U48_Y1,829,30.461622,-87.464013,2023-01-22,2023-01-29
S_U49_Y1,830,30.682205,-97.436552,2023-01-14,2023-01-21
S_U49_Y1,831,30.682205,-97.436552,2023-01-21,2023-01-28
S_U4_Y1,773,30.454014,-87.468806,2023-01-22,2023-01-29
S_U50_Y1,832,30.682910,-87.436552,2023-01-14,2023-01-21
S_U50_Y1,833,30.682910,-87.436552,2023-01-21,2023-01-28
S_U51_Y1,834,30.683460,-87.436789,2023-01-14,2023-01-21
S_U51_Y1,835,30.683460,-87.436789,2023-01-21,2023-01-28
S_U52_Y1,836,30.683959,-87.436520,2023-01-21,2023-01-28
S_U53_Y1,837,30.684629,-87.436640,2023-01-14,2023-01-21
S_U53_Y1,838,30.684629,-87.436640,2023-01-21,2023-01-28
S_U54_Y1,839,30.685138,-87.436567,2023-01-14,2023-01-21
S_U54_Y1,840,30.685138,-87.436567,2023-01-21,2023-01-28
S_U55_Y1,841,30.682196,-87.431398,2023-01-14,2023-01-21
S_U55_Y1,842,30.682196,-87.431398,2023-01-21,2023-01-28
S_U56_Y1,843,30.682747,-87.431530,2023-01-14,2023-01-21
S_U58_Y1,844,30.683942,-87.431474,2023-01-14,2023-01-21
S_U58_Y1,845,30.683942,-87.431474,2023-01-21,2023-01-28
S_U59_Y1,846,30.684426,-87.431551,2023-01-21,2023-01-28
S_U5_Y1,774,30.453714,-87.468874,2023-01-15,2023-01-22
S_U5_Y1,775,30.453714,-87.468874,2023-01-22,2023-01-29
S_U60_Y1,847,30.685102,-87.431502,2023-01-14,2023-01-21
S_U60_Y1,848,30.685102,-87.431502,2023-01-21,2023-01-28
S_U61_Y1,849,30.666855,-87.445238,2023-01-14,2023-01-21
S_U61_Y1,850,30.666855,-87.445238,2023-01-21,2023-01-28
S_U62_Y1,851,30.667151,-87.445206,2023-01-14,2023-01-21
S_U62_Y1,852,30.667151,-87.445206,2023-01-21,2023-01-28
S_U64_Y1,853,30.668000,-87.445272,2023-01-21,2023-01-28
S_U65_Y1,854,30.668726,-87.445244,2023-01-14,2023-01-21
S_U66_Y1,855,30.669703,-87.445318,2023-01-21,2023-01-28
S_U67_Y1,856,30.669929,-87.450439,2023-01-14,2023-01-21
S_U67_Y1,857,30.669929,-87.450439,2023-01-21,2023-01-28
S_U68_Y1,858,30.669272,-87.450176,2023-01-14,2023-01-21
S_U68_Y1,859,30.669272,-87.450176,2023-01-21,2023-01-28
S_U69_Y1,860,30.668933,-87.449325,2023-01-14,2023-01-21
S_U69_Y1,861,30.668933,-87.449325,2023-01-21,2023-01-28
S_U6_Y1,776,30.453496,-87.469026,2023-01-15,2023-01-22
S_U6_Y1,777,30.453496,-87.469026,2023-01-22,2023-01-29
S_U70_Y1,862,30.667937,-87.449629,2023-01-14,2023-01-21
S_U70_Y1,863,30.667937,-87.449629,2023-01-21,2023-01-28
S_U71_Y1,864,30.667286,-87.449593,2023-01-14,2023-01-21
S_U71_Y1,865,30.667286,-87.449593,2023-01-21,2023-01-28
S_U72_Y1,866,30.667130,-87.449593,2023-01-14,2023-01-21
S_U72_Y1,867,30.667130,-87.449593,2023-01-21,2023-01-28
S_U7_Y1,778,30.454712,-87.469026,2023-01-15,2023-01-22
S_U7_Y1,779,30.454712,-87.469026,2023-01-22,2023-01-29
S_U8_Y1,780,30.454329,-87.471491,2023-01-15,2023-01-22
S_U9_Y1,781,30.454139,-87.471430,2023-01-22,2023-01-29
